patent	us_class
671	382/199
671	701/117
671	701/207
671	701/300
671	348/116
671	348/118
672	382/204
672	382/266
673	701/117
674	382/175
675	382/104
675	348/119
675	358/518
675	382/106
675	382/167
675	382/249
676	348/148
677	382/182
678	705/001
679	348/142
679	348/139
680	702/182
680	702/179
680	702/127
680	702/189
681	705/038
682	356/602
683	707/104.1
683	705/010
684	382/310
684	701/213
685	382/299
686	382/130
686	382/154
687	382/104
687	340/933
687	340/988
687	701/001
688	382/103
688	382/141
688	382/143
688	356/239.4
688	356/240.1
688	348/086
689	382/170
690	345/440
691	382/104
691	382/294
691	340/939
692	382/104
693	345/440
693	340/990
693	340/995.13
693	340/995.17
693	701/117
694	701/001
694	701/041
694	701/093
694	180/169
694	348/118
694	382/104
694	382/181
694	340/435
695	382/104
695	382/181
695	404/012
696	706/002
697	701/001
698	705/014
698	715/500
698	715/505
698	715/517
699	382/101
699	700/228
700	703/001
700	705/029
701	382/104
701	382/162
701	382/106
701	359/627
702	340/435
702	340/436
702	701/301
703	382/204
704	701/117
705	382/141
705	382/164
706	382/101
706	198/340
706	198/444
706	209/552
707	362/466
707	362/465
707	362/464
707	362/283
707	362/324
707	359/290
707	359/291
707	359/292
707	359/295
707	701/036
707	340/825
707	315/295
708	701/016
708	701/002
708	244/189
709	345/958
709	345/427
709	701/301
710	705/001
711	701/001
711	340/425.5
712	701/036
713	382/191
714	382/104
714	340/905
715	382/154
716	250/458.1
716	702/019
716	702/020
717	345/419
717	345/764
718	702/182
719	362/526
719	362/516
719	362/037
719	362/276
720	382/104
720	340/908.1
720	340/919
720	340/933
720	701/010
720	701/117
721	382/202
721	382/104
721	382/106
721	382/107
721	382/108
721	382/199
722	701/001
722	340/425.5
722	348/119
722	348/148
722	382/104
722	358/107
723	382/104
723	340/910
723	340/917
723	340/918
723	701/117
723	701/118
724	345/617
724	345/589
724	345/630
724	345/636
724	348/566
724	348/649
724	382/176
725	356/073
725	356/402
725	356/630
726	382/104
727	707/006
727	707/003
727	707/004
727	430/011
727	428/407
727	428/427
728	701/001
728	701/096
728	701/300
729	701/055
729	701/056
730	345/418
731	702/130
732	382/154
732	382/104
733	348/234
733	348/149
734	345/698
735	345/440
736	250/208.1
736	315/077
737	701/001
737	340/457
738	382/104
738	382/274
738	382/165
738	345/581
738	340/907
739	382/100
739	382/199
740	382/103
740	382/154
741	382/104
742	382/104
742	340/930
742	340/933
743	362/464
743	362/503
743	362/259
743	362/037
744	307/010.1
745	435/006
745	702/020
746	707/104.1
747	362/551
747	362/552
747	362/583
747	362/559
747	362/259
747	385/093
747	385/901
748	382/104
748	382/181
749	382/104
749	348/148
749	382/168
750	705/001
750	705/010
751	701/001
751	701/036
752	701/213
752	701/200
752	701/208
752	701/210
752	342/357.13
753	382/152
754	345/428
755	382/104
756	382/104
756	382/100
756	382/103
756	382/199
756	321/811.8
757	382/232
757	358/261.1
758	348/115
758	348/148
758	382/104
758	382/254
759	382/104
759	382/165
760	701/211
760	701/202
760	701/201
760	701/210
761	382/104
761	382/291
762	703/002
763	340/903
763	180/169
763	340/435
763	348/148
763	348/170
764	382/104
764	382/103
764	382/199
764	348/118
765	707/009
765	707/010
765	707/104
765	709/219
766	382/104
766	340/934
766	348/149
767	701/117
767	340/905
767	340/995
767	340/942
767	340/916
767	364/438
767	364/436
767	348/149
768	382/104
768	340/937
769	382/103
769	382/154
770	180/170
770	180/179
770	180/167
770	701/096
771	348/149
771	348/155
772	348/187
772	348/188
772	382/167
773	073/146
774	244/003.17
775	358/504
775	358/518
776	382/154
776	382/294
776	250/561
776	364/560
777	395/109
777	358/504
777	358/517
777	347/251
778	382/104
778	348/149
779	395/126
779	395/124
779	395/131
780	382/276
780	382/302
781	358/463
781	358/455
781	358/447
782	348/135
782	348/079
782	382/120
782	377/010
783	340/937
783	340/933
783	364/436
783	367/097
783	377/009
783	382/048
783	382/043
783	382/001
783	382/022
783	382/054
784	382/022
784	382/027
784	382/034
785	382/001
785	382/048
785	395/088
785	348/119
786	364/449
786	364/444
786	340/990
786	340/995
787	364/424.2
787	180/169
787	358/103
788	358/298
788	358/456
788	358/459
789	382/016
790	348/143
791	715/804
791	715/863
792	348/143
793	250/330
794	348/164
795	434/036
795	434/038
795	434/044
796	307/116
797	600/476
797	600/473
797	600/424
798	348/143
798	348/E07.085
799	348/148
800	702/135
800	702/130
800	702/134
800	374/009
800	374/121
800	374/130
801	345/173
801	345/156
802	348/148
802	348/E07.085
803	348/149
803	348/E07.085
803	348/E05.09
804	701/036
805	340/006.1
805	340/426.22
805	340/426.24
805	340/426.25
805	340/426.26
805	340/426.28
805	362/100
805	362/641
806	340/937
806	340/436
806	340/903
806	348/148
806	382/104
807	348/148
807	348/E07.085
807	348/E05.09
808	439/056
809	434/037
809	348/164
809	348/E05.09
810	348/335
810	359/889
810	348/E05.024
811	257/082
811	257/E51.012
811	257/E31.1
811	977/954
812	250/330
812	257/021
812	257/E33.054
813	324/072
813	250/338.1
814	250/338.4
814	250/370.08
815	348/159
815	348/E07.085
816	348/148
816	348/E07.085
817	602/004
817	128/887
817	602/054
817	606/203
817	602/005
817	002/161.7
818	244/003.19
818	089/001.11
818	342/061
818	342/062
818	342/089
818	342/090
818	244/003.1
818	244/003.15
818	244/003.16
819	348/166
819	348/E05.09
820	250/340
821	250/330
822	250/338.4
823	345/173
823	345/156
824	348/148
824	348/E07.85
825	715/764
826	040/542
827	359/894
827	359/738
827	359/407
827	359/410
828	042/111
828	029/428
829	250/340
829	250/214.B
829	250/214.C
830	362/276
830	362/802
831	250/228
831	250/205
831	362/235
831	362/317
832	340/006.1
832	362/100
832	340/384.1
833	250/252.1
833	250/343
834	250/330
834	977/774
834	977/954
834	977/950
834	977/810
835	250/330
836	702/135
836	374/121
836	374/130
836	374/009
837	042/146
837	359/350
837	359/399
837	359/400
837	042/111
838	348/164
838	348/333.1
838	348/E05.9
838	348/E05.22
839	362/641
839	362/642
839	362/643
839	439/006
839	439/008
839	439/011
839	439/031
839	439/131
840	033/286
841	250/330
841	250/515.1
841	700/295
841	029/592.1
841	700/300
842	455/575.3
842	455/127.5
842	455/519
842	455/550.1
842	340/539.15
843	250/330
844	315/246
844	307/116
844	315/307
845	257/021
845	257/080
845	257/462
845	257/E33.77
845	257/E31.54
845	257/E31.33
846	250/330
847	250/221
847	250/239
847	250/208.1
848	102/387
848	102/489
849	062/003.7
849	062/003.2
850	250/338.4
850	250/370.9
850	250/370.8
850	250/340
850	250/371
851	250/330
851	250/495.1
852	250/330
852	359/291
853	250/332
853	250/330
854	042/120
854	042/119
854	042/124
855	250/205
855	257/081
855	257/E33.76
856	362/205
856	362/208
857	362/183
858	250/341.1
859	396/427
859	396/433
859	348/143
859	348/152
859	348/373
859	348/375
859	070/002
860	250/228
860	250/205
860	356/236
860	362/257
861	250/301
862	340/463
863	250/330
864	340/901
864	340/600
865	073/170.27
866	340/575
867	250/330
868	382/104
868	348/115
868	348/142
868	348/143
868	348/155
868	382/103
868	382/154
869	701/020
869	340/928
869	701/070
870	348/155
870	348/E07.91
871	250/330
872	359/634
872	359/352
872	359/353
872	359/354
872	250/330
872	250/332
872	250/333
872	042/111
873	250/504.R
873	250/493.1
873	250/495.1
873	116/007
873	116/042
873	340/983
873	362/103
873	362/190
874	340/686.6
874	340/555
874	340/561
874	340/562
874	340/686.1
874	250/330
874	250/333
874	250/334
874	002/005
874	002/006.1
874	002/006.3
875	340/686.6
875	250/333
876	250/330
877	250/341.1
878	250/227.25
878	250/574
878	340/602
878	340/438
878	073/029.1
878	073/029.4
878	073/029.5
879	600/534
879	600/300
879	600/595
880	340/435
880	701/036
880	701/207
881	427/255.33
881	438/057
881	423/511
882	250/227.25
882	250/574
882	340/602
882	340/438
882	073/029.1
882	073/029.4
882	073/029.5
883	246/001.C
884	250/228
885	250/330
886	348/152
886	340/540
887	725/112
887	725/113
887	725/110
887	725/135
888	315/056
889	250/227.25
889	250/208.1
890	250/332
890	250/339.5
891	042/111
892	348/164
892	348/162
893	348/148
893	348/051
893	348/164
893	340/435
893	340/932.2
894	250/330
895	250/214.VT
895	250/214.1
896	362/459
897	356/326
898	310/032
898	335/272
898	335/228
899	315/294
899	315/295
899	315/308
899	315/291
899	315/219
899	315/307
899	315/361
899	315/158
900	345/008
901	359/627
901	359/625
901	250/339.6
902	315/159
902	382/104
902	280/735
902	362/510
903	362/183
903	362/192
903	362/276
903	362/802
903	362/031
903	362/154
903	362/259
904	439/488
905	340/815.4
905	340/525
905	340/425.5
905	340/461
905	340/438
905	362/494
905	359/871
906	362/183
906	362/276
907	359/356
907	359/350
907	359/355
907	359/361
908	382/286
908	382/260
909	250/330
910	250/330
911	250/332
911	250/339.05
912	700/258
912	700/245
913	396/265
913	396/427
914	250/353
914	250/338.1
914	250/339.6
914	250/340
915	702/032
916	250/330
916	348/113
916	348/115
917	382/106
918	131/328
918	131/186
918	131/180
918	131/185
919	106/814
919	106/632
919	106/634
919	106/705
919	106/706
919	106/710
919	106/789
919	106/790
919	106/811
920	404/012
920	040/594
920	040/615
921	359/540
921	427/163.4
922	106/002
922	106/286.5
923	356/073
924	340/435
924	345/007
925	404/014
925	264/001.1
925	427/137
926	427/137
926	528/075
926	524/590
927	424/401
927	362/084
927	313/483
927	252/301.4R
927	252/586
927	252/301.4S
927	252/301.4P
927	252/301.4F
927	252/301.6S
927	252/301.6R
927	514/769
927	514/770
927	424/070.7
927	424/070.1
927	424/063
927	424/059
927	424/070.9
927	252/582
927	106/287.18
927	106/287.17
927	106/287.32
927	106/287.34
927	106/031.13
927	252/588
927	977/773
928	524/560
928	526/329.7
929	404/014
930	359/531
931	404/012
932	428/143
932	428/195.1
932	428/141
932	428/155
932	156/060
933	523/172
934	428/690
934	252/301.36
934	252/301.4R
934	252/301.6S
935	524/582
935	524/570
935	524/585
936	345/007
936	701/208
937	523/172
937	523/210
937	523/212
938	702/005
938	342/357.6
938	356/004.1
939	404/013
940	428/064.1
940	428/220
940	524/502
940	524/539
940	524/430
940	524/433
940	524/432
940	524/413
940	428/147
940	428/116
940	428/080
941	502/084
941	502/350
941	502/242
941	502/202
941	502/351
941	502/227
941	502/200
942	523/172
942	523/218
943	362/296.1
943	250/484.4
943	359/515
944	524/423
944	524/507
944	524/494
944	524/425
945	525/331.9
945	525/333.2
945	525/338
945	525/385
945	525/386
946	428/143
946	264/117
946	106/031.4
947	428/704
947	523/172
947	427/384
948	427/427
948	106/157.7
948	106/153.1
949	524/582
949	524/570
949	524/585
950	404/014
950	264/001.9
950	428/143
950	428/219
950	523/172
950	404/017
951	235/383
951	235/379
951	186/059
952	523/172
952	525/540
952	525/055
953	404/014
953	404/016
954	438/064
954	257/E31.2
955	356/445
955	356/446
956	438/424
956	438/426
956	438/427
956	438/700
957	106/031.04
958	523/172
958	523/210
958	523/212
959	427/136
960	430/270.1
960	430/009
960	430/288.1
960	430/286.1
960	430/287.1
960	430/905
960	430/910
960	430/300
960	430/320
960	430/321
960	430/311
960	526/329.1
961	404/016
962	340/907
963	404/016
964	257/347
965	524/275
966	428/143
967	257/735
968	235/383
968	235/379
969	385/031
969	385/115
970	427/136
971	404/072
972	524/556
972	524/571
973	356/446
974	239/722
974	239/737
974	239/731
975	524/556
976	404/009
977	526/329.1
977	430/270.1
977	430/300
978	404/010
979	264/001.32
979	425/375
980	525/063
980	525/067
980	525/070
980	525/080
981	526/319
982	257/347
983	404/014
984	427/385.5
985	118/108
985	427/136
985	118/300
985	404/110
986	523/172
986	106/031.4
986	427/136
986	427/137
987	428/325
987	428/328
987	427/207.1
988	404/079
989	349/187
990	524/589
991	428/343
991	428/355.R
991	428/354
992	040/544
992	362/812
992	362/565
993	353/031
993	348/743
993	359/892
994	442/048
994	442/001
994	442/020
994	442/043
994	442/035
994	442/049
995	525/331.9
996	428/474.4
996	427/385.5
996	427/136
996	525/178
997	427/137
997	427/136
997	427/407.1
998	428/325
998	428/689
998	428/704
998	427/372.2
998	428/323
999	428/355.AC
1000	404/093
1000	404/014
1000	404/019
1001	002/002.5
1001	002/002
1001	002/006
1002	701/036
1003	037/266
1003	156/060
1004	239/007
1004	239/677
1004	239/684
1004	239/687
1005	404/094
1006	362/153.1
1006	362/153
1006	362/190
1006	362/311.02
1006	362/335
1006	404/012
1006	404/014
1006	404/016
1006	404/022
1007	014/071.3
1007	315/076
1008	362/190
1009	239/007
1009	239/681
1010	404/001
1010	404/009
1010	404/071
1010	340/932
1010	701/118
1011	404/009
1012	404/009
1013	073/146
1014	404/016
1014	404/009
1014	404/072
1015	037/234
1015	037/466
1016	037/234
1016	037/236
1017	037/231
1017	037/235
1017	037/270
1018	428/325
1018	404/014
1018	428/331
1018	428/404
1018	428/406
1019	501/034
1019	106/436
1019	106/482
1020	315/200.A
1020	315/155
1020	315/175
1020	315/209.R
1020	315/086
1020	362/153.1
1020	362/183
1020	340/908.1
1021	404/014
1021	404/016
1021	404/015
1022	256/024
1022	256/013.1
1022	404/012
1023	362/061
1023	362/031
1023	362/231
1023	362/800
1024	404/012
1024	404/014
1025	404/006
1025	404/010
1025	404/012
1025	256/013.1
1025	052/600
1025	016/361
1026	404/015
1026	404/016
1027	404/014
1028	404/011
1029	106/098
1029	404/017
1030	404/014
1031	014/069.5
1031	029/434
1031	248/205.1
1032	052/040
1032	052/098
1033	037/227
1033	037/241
1033	037/234
1034	362/153
1034	362/153.1
1035	315/153
1035	362/097.1
1035	362/097.2
1036	037/197
1036	037/220
1037	702/034
1038	356/601
1039	701/002
1040	250/201.1
1040	362/459
1040	362/546
1040	362/520
1040	362/523
1041	014/036
1041	014/031
1041	014/037
1041	014/041
1041	014/069.5
1041	182/095
1041	114/362
1042	404/084.5
1042	404/118
1042	404/083
1043	404/084.5
1043	404/084.1
1043	404/084.05
1044	362/602
1044	362/153
1044	362/153.1
1044	029/592.1
1045	451/359
1045	451/344
1046	382/103
1046	701/213
1046	701/208
1047	014/069.5
1047	248/309.1
1047	029/428
1048	340/907
1048	340/906
1048	340/917
1048	340/925
1048	340/933
1048	340/481
1048	246/125
1048	246/473.2
1049	052/173.3
1049	136/206
1049	136/248
1049	307/025
1049	404/071
1049	257/E31.001
1050	083/013
1050	083/520
1050	083/169
1051	701/050
1051	037/219
1051	248/205.1
1051	248/206.5
1051	356/622
1052	404/009
1052	404/012
1052	404/015
1053	362/576
1053	362/153.1
1053	404/022
1054	404/012
1054	359/896
1054	359/618
1055	404/072
1055	404/083
1055	404/084.5
1055	404/093
1056	404/108
1057	404/013
1057	362/249.2
1057	362/184
1058	362/158
1058	116/063.C
1058	362/191
1058	362/183
1059	382/108
1059	382/104
1059	382/113
1059	382/181
1059	382/291
1059	073/146
1060	014/002.5
1060	014/002.4
1060	014/077.1
1060	701/002
1060	701/028
1061	404/002
1061	404/004
1062	701/020
1062	701/019
1062	238/123
1062	105/215.2
1062	104/124
1062	191/045.R
1063	404/077
1063	404/095
1064	014/077.1
1064	014/002.4
1064	014/002.5
1064	014/078
1065	404/007
1065	362/231
1065	315/294
1065	340/932.2
1066	014/002.5
1066	014/002.4
1067	428/039
1067	156/063
1068	404/084.5
1068	404/084.5
1068	404/084.1
1068	299/001.5
1068	299/001.5
1069	198/304
1069	014/002.4
1069	198/317
1070	014/002.5
1071	404/004
1072	340/908.1
1072	340/908
1073	320/108
1073	404/071
1073	320/107
1074	404/012
1075	701/050
1075	239/165
1075	239/166
1075	239/172
1075	169/024
1075	169/047
1076	040/541
1077	404/075
1077	404/073
1077	404/083
1077	404/084.1
1077	404/084.5
1077	404/084.8
1078	340/580
1078	073/170.26
1078	250/227.17
1078	385/012
1078	385/037
1078	D99/099
1079	362/153.1
1079	362/084
1080	404/009
1081	104/002
1082	340/907
1082	340/908
1082	340/925
1082	340/944
1082	116/063.R
1083	404/071
1083	362/145
1083	362/223
1083	256/001
1083	472/090
1084	362/106
1084	362/103
1084	362/225
1084	362/235
1084	362/249
1085	428/017
1085	362/559
1086	014/002.4
1087	037/231
1088	404/009
1089	014/073.5
1090	404/084.5
1090	404/083
1090	404/084.5
1090	404/084.1
1090	404/084.2
1090	404/118
1090	404/120
1091	362/102
1092	362/153.1
1093	382/141
1094	404/084.1
1094	404/084.5
1094	404/084.5
1094	404/084.8
1094	701/050
1095	340/908.1
1096	404/016
1097	362/559
1097	362/153.1
1097	362/555
1097	362/576
1097	040/547
1097	385/901
1098	340/908
1098	340/908.1
1098	340/539.1
1099	014/069.5
1100	702/150
1100	702/094
1100	702/158
1100	702/165
1100	701/019
1100	701/205
1100	701/207
1100	033/287
1101	340/942
1101	340/933
1101	340/934
1101	340/935
1101	340/936
1101	385/012
1101	385/014
1101	385/031
1101	385/032
1101	385/034
1101	385/054
1102	404/094
1103	702/167
1104	404/084.2
1105	404/016
1106	404/009
1107	362/103
1108	362/276
1109	340/580
1109	340/601
1110	428/087
1110	428/017
1110	428/143
1110	428/402
1110	047/001.1F
1110	405/050
1110	405/271
1110	119/713
1111	385/031
1111	385/115
1112	404/084.2
1112	404/084.1
1112	404/084.5
1113	362/249
1113	362/103
1113	362/108
1113	362/153.1
1114	404/084.1
1115	340/944
1115	340/906
1116	356/622
1117	239/722
1117	239/737
1117	239/731
1118	404/006
1119	362/559
1119	362/565
1119	040/547
1120	362/559
1121	428/017
1121	405/036
1121	405/050
1121	405/271
1121	119/712
1121	119/713
1121	428/085
1121	428/087
1121	428/141
1121	428/143
1122	362/583
1122	362/152
1122	362/293
1122	362/552
1123	014/071.5
1124	136/252
1124	136/244
1125	701/001
1126	356/073
1126	356/402
1126	356/630
1127	014/077.1
1128	404/006
1129	116/063.C
1130	404/001
1131	037/413
1132	340/942
1132	340/933
1133	428/690
1133	264/176.1
1134	014/071.5
1135	362/145
1135	362/253
1136	362/559
1136	362/153.1
1136	362/563
1136	428/113
1137	362/027
1137	362/242
1137	362/583
1137	362/293
1138	104/002
1138	250/559.31
1138	356/602
1139	047/058.10R
1140	702/150
1141	701/200
1141	701/207
1141	701/208
1141	340/988
1142	700/245
1143	362/153.1
1143	362/240
1143	362/800
1144	404/084.1
1144	404/084.5
1145	405/036
1145	405/043
1145	405/046
1145	405/302.7
1145	404/002
1146	104/275
1147	428/406
1147	428/403
1147	428/404
1147	428/015
1147	428/690
1147	428/913
1147	428/168
1147	052/316
1147	040/542
1147	040/543
1147	040/800
1147	264/001.7
1147	264/021
1147	264/171.1
1147	264/212
1147	264/241
1147	264/299
1148	382/108
1149	340/908
1149	340/908.1
1150	362/559
1150	428/017
1150	362/563
1150	362/564
1151	315/324
1151	315/349
1151	315/344
1151	315/236
1151	315/250
1152	037/266
1153	362/559
1153	362/555
1153	385/901
1154	104/012
1154	104/007.2
1155	356/601
1155	356/608
1155	356/303
1155	356/003.7
1156	404/098
1157	104/002
1158	404/014
1159	362/153.1
1159	362/551
1159	362/559
1160	362/307
1161	404/013
1161	404/014
1161	404/016
1161	404/009
1162	235/384
1163	104/012
1163	104/010
1164	428/150
1164	428/540
1164	264/256
1164	264/021
1165	362/108
1165	362/103
1166	404/014
1166	040/565
1166	362/153.1
1166	404/016
1167	362/102
1167	362/577
1167	135/016
1168	362/249.03
1168	362/147
1168	362/187
1168	362/249.02
1168	362/612
1168	362/555
1168	362/800
1169	362/327
1169	362/299
1169	362/300
1169	362/308
1169	362/311.06
1169	362/359
1170	348/148
1170	382/104
1171	340/432
1171	340/555
1171	340/557
1171	340/321
1171	340/815.4
1171	340/982
1171	340/985
1171	362/259
1171	362/473
1171	359/554
1171	353/011
1171	353/012
1171	353/013
1172	362/249.02
1173	315/152
1174	463/016
1174	463/020
1174	463/001
1174	273/138.1
1175	315/362
1176	362/341
1177	404/009
1177	404/012
1177	404/015
1178	701/001
1178	701/301
1178	180/169
1178	340/436
1179	348/143
1179	313/318.12
1179	315/119
1179	315/294
1179	313/046
1179	362/362
1179	315/113
1179	315/362
1179	348/E07.85
1180	362/249.3
1180	362/249.2
1181	340/432
1181	353/013
1182	348/149
1182	250/339.11
1182	250/338.3
1182	348/E07.85
1183	362/431
1183	362/153.1
1183	362/559
1184	362/296.5
1184	362/296.9
1185	361/619
1185	361/689
1186	359/017
1187	701/300
1188	404/009
1189	463/016
1190	362/464
1190	362/509
1190	362/510
1190	315/077
1190	359/275
1190	359/601
1190	359/609
1190	359/614
1190	340/435
1190	340/500
1190	340/576
1190	340/901
1190	340/933
1190	340/938
1190	340/942
1190	340/944
1190	382/103
1190	382/104
1190	348/148
1191	362/326
1191	359/642
1192	362/294
1192	362/373
1193	362/543
1193	362/231
1193	362/293
1194	362/510
1194	362/084
1194	362/293
1195	239/722
1195	239/731
1195	239/733
1195	239/146
1195	239/067
1195	239/068
1195	239/069
1195	239/070
1195	239/071
1195	239/073
1196	362/390
1196	362/473
1197	359/436
1198	362/539
1198	362/297
1198	362/346
1198	362/351
1198	362/512
1198	362/319
1198	362/538
1198	362/544
1199	362/509
1200	385/018
1200	385/033
1200	359/366
1201	340/942
1201	250/200
1202	362/145
1203	362/543
1204	362/539
1205	250/504.R
1205	250/318
1205	250/498.1
1206	239/722
1206	239/737
1206	239/731
1207	362/084
1208	340/475
1209	033/286
1209	033/264
1210	359/015
1210	359/001
1211	362/276
1211	362/234
1212	250/504.R
1212	250/338.5
1213	340/568.5
1213	340/556
1213	340/557
1214	362/510
1214	362/520
1214	362/522
1214	362/517
1214	362/293
1215	362/543
1215	362/259
1215	362/496
1215	362/505
1216	340/568.5
1217	362/508
1217	362/523
1217	362/532
1217	362/285
1217	362/372
1218	040/544
1218	362/812
1218	362/565
1219	362/539
1219	362/512
1219	362/513
1219	362/302
1220	250/504.R
1221	359/868
1221	359/838
1221	359/853
1222	385/002
1223	362/508
1223	362/538
1223	362/285
1224	250/504.R
1224	362/308
1225	356/004.1
1225	356/376
1225	356/398
1226	340/384.2
1226	119/174
1226	119/719
1226	119/908
1226	362/253
1226	362/458
1226	362/487
1226	367/139
1226	340/573.2
1227	404/084.5
1227	404/102
1227	404/111
1228	404/084.5
1228	404/102
1228	404/111
1229	340/933
1229	340/937
1229	235/379
1229	235/380
1229	235/384
1229	342/044
1229	342/051
1229	364/436
1230	362/268
1230	362/283
1230	362/293
1230	362/294
1230	362/331
1230	362/332
1230	359/234
1230	359/621
1231	340/912
1231	340/925
1231	340/916
1231	340/931
1231	340/641
1231	340/642
1231	340/660
1231	340/661
1231	340/662
1231	340/663
1231	362/800
1232	350/319
1232	350/003.71
1232	350/006.7
1232	235/467
1232	235/470
1233	350/006.5
1234	362/297
1234	362/061
1234	362/346
1235	404/014
1235	357/017
1235	362/235
